sqft,bedrooms,bathrooms,age,location,price
1925,2,4,26,Downtown Luxury,745929.28
4015,4,2,1,Suburban Area,827906.69
610,2,1,15,Rural Outskirts,108578.81
1685,3,1,1,Suburban Area,364586.23
2468,1,2,29,Suburban Area,469190.23
2873,1,2,19,Rural Outskirts,387290.63
3824,1,4,27,Urban Central,1041286.8
4382,2,1,24,Rural Outskirts,572155.41
3211,2,1,31,Urban Central,799471.64
1371,1,3,9,Urban Central,425165.82
2194,2,1,32,Urban Central,556956.62
2207,5,4,12,Rural Outskirts,361348.83
4331,5,3,15,Urban Central,1220275.53
4246,2,3,21,Downtown Luxury,1476989.85
1933,1,3,19,Rural Outskirts,263982.86
1484,2,2,26,Downtown Luxury,526249.74
3914,2,2,15,Urban Central,1037281.44
4164,2,1,33,Suburban Area,762287.36
1989,3,3,31,Urban Central,575007.32
4001,5,4,25,Downtown Luxury,1474394.01
3778,4,2,24,Downtown Luxury,1318950.84
825,4,4,1,Rural Outskirts,187156.57
1424,3,4,11,Suburban Area,370586.1
2865,2,2,8,Rural Outskirts,381431.76
1536,3,2,11,Downtown Luxury,611610.12
3400,3,2,25,Urban Central,921262.35
3153,1,2,8,Suburban Area,595344.42
2906,5,3,9,Urban Central,894394.48
2511,4,3,31,Urban Central,729963.37
4445,2,3,33,Suburban Area,832407.2
4188,4,3,19,Rural Outskirts,560815.04
2396,4,1,1,Urban Central,697261.76
653,5,3,0,Downtown Luxury,416235.05
3718,4,2,23,Urban Central,1003527.44
1326,4,4,26,Suburban Area,314956.63
3336,3,3,1,Suburban Area,699702.12
2144,5,1,30,Suburban Area,404451.66
3770,1,2,13,Rural Outskirts,501471.39
1643,2,4,1,Urban Central,544506.76
2513,4,4,28,Rural Outskirts,383083.86
2376,2,3,14,Rural Outskirts,338684.34
2196,1,4,11,Suburban Area,469599.3
2514,2,3,27,Suburban Area,489206.7
4161,1,3,19,Rural Outskirts,553935.54
3066,3,2,23,Urban Central,840661.01
3337,4,2,20,Downtown Luxury,1190998.46
1449,1,1,9,Rural Outskirts,200577.68
2709,2,2,13,Urban Central,733692.94
3816,4,2,17,Suburban Area,743391.91
2863,3,3,23,Suburban Area,570859.92
602,4,2,13,Urban Central,244146.12
759,1,3,33,Downtown Luxury,309738.99
4410,3,3,11,Suburban Area,866349.85
1380,2,2,21,Suburban Area,269477.29
3791,3,1,5,Suburban Area,736879.75
1492,3,1,21,Urban Central,432463.72
2630,5,4,13,Rural Outskirts,397725.46
3760,3,4,15,Suburban Area,790473.73
2976,3,2,24,Rural Outskirts,410198.12
1179,4,1,31,Downtown Luxury,446242.69
2533,2,3,32,Suburban Area,513144.86
1980,4,4,19,Suburban Area,465271.41
4281,4,3,17,Downtown Luxury,1532597.57
1890,1,4,2,Suburban Area,436412.38
2240,4,2,22,Rural Outskirts,325615.2
1551,5,1,31,Urban Central,461057.82
3994,5,4,15,Rural Outskirts,597442.51
3282,1,1,4,Urban Central,849253.24
1587,2,3,3,Urban Central,513615.61
4212,2,2,20,Rural Outskirts,553729.3
4320,4,1,13,Rural Outskirts,581258.29
1818,4,2,30,Rural Outskirts,264193.11
1520,4,1,13,Rural Outskirts,227843.64
3385,2,3,5,Downtown Luxury,1244622.3
1955,3,3,11,Suburban Area,412302.63
769,5,2,15,Urban Central,282319.88
1120,3,3,16,Rural Outskirts,167480.52
2086,3,4,22,Rural Outskirts,332785.73
639,2,1,13,Rural Outskirts,89712.75
2160,3,3,6,Downtown Luxury,850466.24
3932,1,4,31,Rural Outskirts,526815.39
2018,4,2,14,Rural Outskirts,290671.5
1554,1,4,16,Rural Outskirts,251381.73
3897,5,2,33,Suburban Area,756330.44
1583,4,2,4,Downtown Luxury,652599.18
3795,3,1,26,Rural Outskirts,496924.46
1574,5,1,22,Urban Central,477537.27
637,4,4,13,Urban Central,295176.29
2975,3,1,14,Urban Central,812255.02
1874,1,1,32,Downtown Luxury,609454.24
1799,4,1,30,Downtown Luxury,619762.53
2225,3,4,34,Urban Central,658119.59
1513,1,3,16,Rural Outskirts,219738.93
1053,5,1,27,Downtown Luxury,431642.77
636,5,1,18,Urban Central,224632.09
3987,5,4,22,Urban Central,1172111.26
2311,5,3,31,Rural Outskirts,325651.26
3620,2,1,12,Suburban Area,676268.63
1395,4,2,19,Downtown Luxury,567351.55
1572,4,4,34,Rural Outskirts,245275.96
1192,2,1,4,Urban Central,342343.18
1737,3,1,8,Urban Central,502550.83
3711,3,2,28,Rural Outskirts,495399.12
1924,5,2,5,Downtown Luxury,785447.26
2871,1,4,24,Suburban Area,582284.26
917,3,4,30,Suburban Area,232326.33
2996,1,2,21,Urban Central,790747.11
2762,4,4,1,Downtown Luxury,1102648.77
3345,1,2,4,Suburban Area,635108.05
1946,4,1,26,Downtown Luxury,689726.9
2191,2,2,24,Downtown Luxury,760058.82
3711,2,2,7,Urban Central,1002026.35
2489,5,3,0,Suburban Area,576003.93
2687,3,2,19,Rural Outskirts,369952.76
2596,5,2,22,Urban Central,743677.12
2372,4,3,31,Suburban Area,492096.95
1912,5,4,10,Suburban Area,465410.74
1885,1,3,23,Suburban Area,363457.43
815,4,1,10,Suburban Area,197119.12
3818,2,3,28,Suburban Area,727575.79
2983,3,1,25,Downtown Luxury,1007626.27
3839,4,4,15,Urban Central,1118934.34
2739,4,3,34,Downtown Luxury,999236.06
3000,1,3,19,Rural Outskirts,422975.25
3218,3,4,2,Suburban Area,684700.08
4242,2,1,0,Urban Central,1149097.05
3463,4,3,0,Suburban Area,719810.7
2304,4,1,16,Urban Central,636893.25
3428,1,3,1,Downtown Luxury,1233879.63
962,5,2,28,Urban Central,346152.98
3204,2,3,19,Rural Outskirts,425798.36
4016,3,4,5,Rural Outskirts,575052.11
2316,4,4,7,Urban Central,732542.62
1793,4,1,28,Urban Central,498910.21
955,2,3,32,Urban Central,296220.22
790,5,1,2,Urban Central,321064.57
4338,4,1,34,Rural Outskirts,562927.14
3069,2,2,4,Suburban Area,624117.41
1299,1,2,26,Urban Central,347086.8
2654,5,4,11,Urban Central,846245.78
2780,3,1,19,Rural Outskirts,374863.96
4418,4,4,19,Rural Outskirts,645466.62
1156,2,3,8,Downtown Luxury,479939.82
1425,1,1,3,Urban Central,382093.71
3408,3,1,18,Downtown Luxury,1184491.47
1654,2,3,26,Rural Outskirts,232364.82
3182,2,3,12,Rural Outskirts,437414.36
1025,3,4,12,Suburban Area,267591.32
4065,1,4,21,Urban Central,1120481.35
3319,1,3,27,Downtown Luxury,1120794.51
3010,5,4,21,Rural Outskirts,454289.4
4108,4,3,18,Rural Outskirts,570700.54
4341,3,1,7,Downtown Luxury,1501002.19
2174,3,1,7,Suburban Area,430155.81
2729,3,2,25,Rural Outskirts,378237.27
3003,1,1,25,Urban Central,742701.41
3929,4,3,22,Rural Outskirts,575261.29
4389,5,4,12,Urban Central,1267792.89
1188,2,2,27,Downtown Luxury,434697.16
2612,2,4,8,Urban Central,799041.05
2147,3,3,19,Downtown Luxury,809547.93
894,4,1,18,Urban Central,307456.59
2585,1,2,11,Downtown Luxury,895242.35
1847,4,3,14,Urban Central,592784.38
2148,4,2,30,Suburban Area,427767.82
3717,1,2,13,Urban Central,965771.56
2290,3,1,10,Urban Central,640855.13
1736,4,3,25,Suburban Area,392158.84
1856,2,4,26,Rural Outskirts,263425.37
2664,1,2,10,Rural Outskirts,357179.3
959,5,2,33,Urban Central,335037.11
3894,3,4,18,Suburban Area,794521.43
3513,1,3,5,Urban Central,964533.42
1299,5,2,27,Downtown Luxury,528185.69
1047,5,2,0,Downtown Luxury,535406.93
3503,4,2,34,Urban Central,925872.82
3012,4,3,7,Rural Outskirts,444321.62
1274,4,3,6,Rural Outskirts,209307.64
1607,1,4,10,Urban Central,521541.78
1949,1,3,3,Urban Central,578422.52
3114,3,3,24,Downtown Luxury,1121234.09
3061,4,1,11,Rural Outskirts,455872.71
4126,5,4,25,Urban Central,1175430.33
1185,2,2,11,Downtown Luxury,489162.91
1856,3,3,23,Rural Outskirts,272847.22
1847,1,2,15,Suburban Area,359657.85
1593,3,2,12,Downtown Luxury,651470.1
2035,3,1,24,Rural Outskirts,272116.92
1171,3,3,3,Rural Outskirts,191533.54
2982,3,4,10,Downtown Luxury,1142351.03
1845,2,3,31,Suburban Area,370827.16
2684,4,2,6,Downtown Luxury,1012261.15
1588,5,4,10,Rural Outskirts,282484.83
877,3,3,27,Urban Central,328230.54
1819,3,2,22,Urban Central,528908.83
3563,3,2,22,Downtown Luxury,1223592.42
2487,4,1,27,Rural Outskirts,338376.56
1083,1,1,25,Urban Central,263320.44
1865,1,1,24,Rural Outskirts,232857.43
3995,2,2,28,Downtown Luxury,1330974.71
1330,1,3,18,Urban Central,422605.42
2839,3,1,32,Rural Outskirts,360337.38
1640,3,3,13,Urban Central,525690.77
3171,3,1,13,Downtown Luxury,1092642.25
1517,2,4,34,Rural Outskirts,215881.04
3048,3,4,29,Urban Central,872947.79
1485,1,1,27,Downtown Luxury,481628.3
3352,4,2,16,Urban Central,942127.52
621,4,1,2,Urban Central,214065.37
1073,5,1,15,Suburban Area,238321.85
3791,1,2,29,Suburban Area,707070.66
2857,3,4,28,Downtown Luxury,1048504.72
2953,4,3,14,Suburban Area,619175.33
3941,1,1,24,Downtown Luxury,1263947.7
1303,4,2,22,Suburban Area,300919.21
1286,3,1,24,Urban Central,370527.24
884,4,2,6,Downtown Luxury,433438.92
1315,5,3,21,Downtown Luxury,598290.68
4347,5,3,16,Urban Central,1246930.8
1362,4,4,17,Downtown Luxury,606479.11
1850,1,2,9,Downtown Luxury,656895.94
1547,1,2,9,Suburban Area,326430.52
3028,1,4,6,Downtown Luxury,1132874.64
3107,4,4,26,Rural Outskirts,445549.88
1630,1,2,32,Urban Central,415273.37
628,3,4,0,Suburban Area,213213.44
1506,5,3,33,Suburban Area,326218.86
3704,3,1,3,Rural Outskirts,486727.07
4317,1,3,16,Urban Central,1138436.49
3526,3,4,3,Urban Central,1031182.82
2726,1,2,25,Suburban Area,511930.04
3594,4,2,3,Downtown Luxury,1314377.67
3106,3,3,0,Suburban Area,642977.25
1169,4,2,6,Urban Central,396300.15
2606,4,4,29,Rural Outskirts,389479.94
4209,2,3,8,Suburban Area,808067.83
4153,1,2,34,Urban Central,1068149.29
2053,5,1,7,Suburban Area,454564.62
1337,1,1,23,Downtown Luxury,430001.03
3956,5,4,18,Suburban Area,817698.77
1115,1,2,26,Suburban Area,232419.75
2600,4,4,31,Urban Central,769643.38
3770,3,3,13,Urban Central,1061258.95
3044,3,1,17,Urban Central,813020.34
4160,2,3,27,Suburban Area,813075.69
638,5,2,28,Downtown Luxury,324912.96
3942,5,4,15,Rural Outskirts,583063.87
1486,5,4,34,Rural Outskirts,257871.68
3444,4,4,30,Urban Central,978826.64
2804,5,3,3,Urban Central,855609.13
1698,3,1,16,Suburban Area,349670.95
3531,4,3,25,Rural Outskirts,496822.95
2423,1,3,3,Urban Central,683824.67
3801,5,2,29,Downtown Luxury,1364161.25
2310,5,2,29,Downtown Luxury,870336.86
1573,1,2,21,Urban Central,428767.52
3755,5,1,10,Urban Central,1035377.99
3693,1,1,1,Rural Outskirts,487862.11
4130,4,2,11,Rural Outskirts,576150.24
2162,3,2,29,Suburban Area,401963.99
4378,1,1,17,Rural Outskirts,583696.2
3496,2,4,25,Downtown Luxury,1242025.39
4053,1,1,6,Downtown Luxury,1354189.13
3395,5,1,0,Urban Central,965158.4
4111,4,1,25,Rural Outskirts,567148.2
4275,4,2,22,Suburban Area,826042.51
1588,1,4,25,Downtown Luxury,630774.09
620,3,1,5,Downtown Luxury,292160.73
2950,2,2,5,Suburban Area,573457.38
1468,4,3,7,Suburban Area,359456.49
683,5,3,23,Downtown Luxury,375389.9
4445,5,1,21,Downtown Luxury,1522211.15
2282,3,3,18,Suburban Area,483452.67
2576,4,4,17,Downtown Luxury,1014169.23
4124,1,3,30,Urban Central,1087925.06
2010,5,3,29,Urban Central,619720.23
2130,3,4,32,Suburban Area,445186.77
3928,4,1,9,Rural Outskirts,542788.01
1169,4,1,11,Suburban Area,255727.22
1533,4,4,29,Suburban Area,323943.95
4198,4,4,26,Rural Outskirts,592651.84
3833,4,4,8,Rural Outskirts,553589.12
2580,5,3,20,Rural Outskirts,392665.57
3834,3,4,11,Urban Central,1122874.46
2455,4,2,28,Downtown Luxury,910472.88
3656,2,3,32,Urban Central,974770.52
1392,2,1,14,Downtown Luxury,486449.82
1391,3,1,1,Urban Central,431468.2
4195,1,1,17,Downtown Luxury,1372017.29
2409,1,3,2,Urban Central,700809.32
1894,1,2,6,Rural Outskirts,259273.67
3139,2,4,17,Suburban Area,643628.31
2855,1,4,32,Urban Central,773556.31
4210,5,1,30,Downtown Luxury,1453851.04
2207,4,1,10,Rural Outskirts,308802.27
1683,2,3,3,Urban Central,536209.23
3077,3,2,17,Urban Central,832466.79
1584,3,4,3,Rural Outskirts,282038.09
2280,4,3,33,Urban Central,650323.39
4276,2,4,28,Suburban Area,835214.12
3980,1,1,23,Urban Central,1018598.41
1119,1,4,21,Suburban Area,257820.21
1190,5,2,1,Suburban Area,296650.0
1650,5,2,5,Rural Outskirts,276861.75
2309,1,1,24,Urban Central,573456.22
4233,3,2,20,Rural Outskirts,562107.05
2635,3,2,15,Urban Central,742805.55
2846,5,3,30,Urban Central,842720.11
3034,4,4,13,Downtown Luxury,1171254.64
948,1,1,27,Urban Central,235810.29
1559,5,1,31,Rural Outskirts,233844.15
2563,5,1,27,Suburban Area,507544.46
1292,1,1,8,Urban Central,361770.36
2159,1,1,21,Downtown Luxury,721098.4
4499,3,2,31,Rural Outskirts,587301.15
977,4,3,4,Urban Central,342983.87
3546,4,1,22,Rural Outskirts,464700.87
3563,1,3,4,Downtown Luxury,1279076.18
4229,2,3,31,Downtown Luxury,1443230.82
1126,5,2,9,Rural Outskirts,197446.44
3824,5,1,14,Urban Central,1063329.42
3381,1,2,6,Suburban Area,648164.1
2853,2,1,28,Downtown Luxury,914381.6
3102,3,2,2,Urban Central,861080.38
3944,1,3,18,Urban Central,1061071.78
1859,1,1,9,Suburban Area,353017.31
2475,5,4,27,Downtown Luxury,998635.88
2363,1,3,28,Downtown Luxury,815132.78
1120,1,4,14,Urban Central,372605.99
2301,1,3,34,Urban Central,604517.96
1616,5,2,5,Suburban Area,374632.87
3603,3,1,11,Suburban Area,666637.15
3373,3,3,12,Downtown Luxury,1224303.78
1613,1,2,28,Rural Outskirts,212695.57
3148,5,1,18,Downtown Luxury,1119836.03
716,3,1,2,Urban Central,278466.64
3033,3,3,7,Downtown Luxury,1151573.81
1967,3,1,7,Rural Outskirts,270751.21
1183,5,3,19,Suburban Area,279612.76
994,5,1,3,Rural Outskirts,176133.6
1687,1,4,20,Rural Outskirts,259080.12
4388,4,2,2,Rural Outskirts,599682.19
3368,3,4,7,Suburban Area,696108.29
671,4,3,22,Rural Outskirts,156456.66
4460,5,4,15,Rural Outskirts,638669.38
873,5,3,12,Rural Outskirts,187665.0
2613,5,1,2,Urban Central,753152.33
1943,4,1,8,Rural Outskirts,283614.71
937,5,3,13,Suburban Area,263023.94
1989,1,4,12,Rural Outskirts,291229.52
4166,5,1,6,Rural Outskirts,588339.6
1206,2,2,14,Suburban Area,243613.48
765,4,1,6,Rural Outskirts,141150.68
2167,2,2,33,Suburban Area,406198.54
2658,5,4,21,Rural Outskirts,414645.89
1924,1,2,23,Suburban Area,362621.08
1328,3,2,0,Rural Outskirts,228134.32
3448,5,2,9,Rural Outskirts,482811.57
2643,1,2,15,Urban Central,721926.64
701,4,1,7,Urban Central,256946.37
4096,2,2,24,Rural Outskirts,521993.97
2015,2,1,11,Rural Outskirts,282212.59
1378,2,2,24,Downtown Luxury,500245.8
813,4,3,16,Suburban Area,208645.94
4362,1,4,25,Downtown Luxury,1514477.62
1711,4,2,13,Urban Central,539011.15
2176,2,3,22,Urban Central,635977.63
3048,5,2,5,Urban Central,889555.78
3235,3,2,4,Urban Central,911043.82
3536,4,2,24,Rural Outskirts,484782.44
3717,4,3,17,Urban Central,1068801.63
2295,1,4,12,Rural Outskirts,328164.14
4134,1,3,13,Rural Outskirts,550588.09
1191,4,4,27,Urban Central,412755.36
1933,2,2,17,Urban Central,525166.19
1709,3,1,27,Suburban Area,332193.45
2739,1,2,26,Downtown Luxury,936891.58
4331,2,4,31,Urban Central,1171350.19
3320,5,3,8,Suburban Area,691417.24
1313,1,2,31,Suburban Area,249382.32
1535,2,3,19,Downtown Luxury,603769.42
2551,2,3,27,Rural Outskirts,351469.64
841,3,3,32,Urban Central,301014.42
2643,3,2,3,Downtown Luxury,969703.66
601,5,3,33,Urban Central,252168.36
2872,2,3,2,Suburban Area,596111.85
3448,2,2,25,Suburban Area,655355.57
2368,3,3,7,Rural Outskirts,356054.74
2549,1,2,5,Suburban Area,485478.96
3236,1,4,15,Suburban Area,676536.14
2763,4,4,23,Downtown Luxury,1058700.36
4337,3,4,29,Urban Central,1196727.21
1517,4,3,12,Urban Central,512325.13
3774,3,1,4,Downtown Luxury,1303697.94
2841,5,1,24,Rural Outskirts,393089.12
3837,2,3,19,Urban Central,1036077.72
3518,5,1,17,Suburban Area,695826.61
689,3,2,17,Urban Central,242555.73
2309,2,1,1,Suburban Area,459644.62
2769,1,3,9,Rural Outskirts,374975.55
742,1,3,11,Downtown Luxury,325501.0
3641,4,2,12,Urban Central,998590.31
705,3,4,10,Downtown Luxury,392693.64
1486,3,3,18,Urban Central,439349.71
1027,1,2,34,Suburban Area,188374.8
1928,5,1,25,Downtown Luxury,704661.12
2495,2,1,13,Urban Central,667510.93
2594,5,2,23,Suburban Area,535855.29
916,5,2,0,Downtown Luxury,484668.96
2586,1,3,21,Downtown Luxury,942435.72
1234,1,1,22,Urban Central,329658.47
2525,1,2,18,Urban Central,667822.71
2656,4,1,17,Urban Central,727231.31
3421,5,2,11,Suburban Area,709003.96
3744,3,1,27,Urban Central,953527.86
4030,2,4,27,Downtown Luxury,1416417.56
2870,4,3,32,Downtown Luxury,1041502.16
2039,3,1,18,Urban Central,566197.58
1152,5,4,27,Urban Central,437110.4
4041,1,1,25,Rural Outskirts,500231.27
1315,5,1,34,Downtown Luxury,488047.53
1887,2,4,33,Suburban Area,401401.25
2313,4,1,34,Rural Outskirts,299490.95
2483,4,1,15,Urban Central,707389.42
3989,2,3,12,Urban Central,1101578.1
1707,3,4,22,Downtown Luxury,702006.11
1941,3,4,21,Urban Central,609743.29
710,4,2,15,Suburban Area,188197.31
850,4,1,27,Downtown Luxury,328364.5
3030,1,3,34,Urban Central,793743.33
2654,3,1,7,Downtown Luxury,947975.6
1058,2,1,21,Urban Central,292548.18
1707,3,2,20,Urban Central,492291.43
807,1,1,25,Urban Central,212358.98
1499,4,3,20,Suburban Area,345732.64
4061,4,3,24,Suburban Area,795860.27
3985,1,2,0,Downtown Luxury,1380592.1
621,2,1,5,Urban Central,194735.65
1009,4,3,22,Urban Central,339861.32
1494,5,1,22,Suburban Area,320458.75
1114,4,1,22,Urban Central,328279.03
3798,5,1,31,Suburban Area,721390.15
1408,1,2,29,Urban Central,361695.2
4371,1,1,12,Downtown Luxury,1458791.19
1473,4,3,17,Urban Central,477498.09
613,3,1,22,Urban Central,187932.01
1570,5,3,14,Rural Outskirts,270394.6
3625,2,1,32,Suburban Area,639580.63
3661,4,3,20,Urban Central,1014365.4
3683,2,3,22,Urban Central,1004927.43
2734,4,1,26,Rural Outskirts,363504.63
4195,3,1,17,Rural Outskirts,541272.06
3556,3,3,23,Suburban Area,709720.48
2160,3,4,6,Rural Outskirts,332976.94
1924,3,2,19,Downtown Luxury,708641.85
1866,1,4,26,Rural Outskirts,261322.43
2769,1,4,5,Downtown Luxury,1041197.25
3818,5,1,26,Suburban Area,750024.91
4238,2,2,8,Suburban Area,790907.52
1349,4,4,30,Suburban Area,328171.89
4027,4,1,20,Suburban Area,777139.06
1284,1,4,25,Suburban Area,280062.27
2527,4,4,12,Downtown Luxury,995255.49
4404,1,1,22,Downtown Luxury,1438427.56
4302,5,1,19,Suburban Area,841579.84
2956,2,1,27,Rural Outskirts,389862.27
1294,5,2,16,Urban Central,437998.91
2935,3,4,27,Suburban Area,605074.96
906,3,1,1,Rural Outskirts,140327.85
4483,3,3,24,Urban Central,1225778.94
4265,5,4,5,Suburban Area,903419.48
2589,4,3,10,Suburban Area,542363.3
3561,2,2,5,Downtown Luxury,1255337.76
4394,3,1,10,Urban Central,1173921.89
1261,3,3,13,Urban Central,432517.37
1148,3,2,1,Rural Outskirts,193308.12
4023,2,1,2,Downtown Luxury,1364441.19
911,3,3,34,Downtown Luxury,377698.61
3520,2,3,32,Downtown Luxury,1199673.0
1682,3,2,23,Downtown Luxury,624275.27
4314,5,1,18,Urban Central,1163125.38
3571,5,1,17,Urban Central,1006272.44
2337,2,3,23,Suburban Area,481796.13
1354,5,3,34,Suburban Area,328554.58
634,2,3,0,Downtown Luxury,351472.23
1044,5,1,24,Downtown Luxury,422408.19
2740,5,2,33,Downtown Luxury,985975.32
2582,2,2,24,Suburban Area,493753.57
1830,4,1,15,Rural Outskirts,266438.8
952,5,4,33,Rural Outskirts,189302.04
1502,3,2,28,Suburban Area,308768.5
1955,4,3,18,Suburban Area,428812.82
4488,2,4,22,Suburban Area,870310.61
3509,4,4,18,Suburban Area,713308.21
2348,1,2,24,Suburban Area,457240.55
758,1,4,15,Suburban Area,228906.35
2577,5,4,8,Downtown Luxury,1069660.04
1556,5,2,0,Downtown Luxury,661835.21
2671,3,2,18,Downtown Luxury,965568.2
1003,4,4,32,Downtown Luxury,484137.32
3452,1,3,33,Suburban Area,642918.75
1115,5,1,15,Rural Outskirts,188357.13
3379,4,4,17,Urban Central,985472.36
1987,5,4,33,Suburban Area,468407.15
4053,5,3,24,Urban Central,1145020.45
3179,1,4,5,Rural Outskirts,444148.13
1555,1,4,20,Downtown Luxury,619857.7
2799,5,1,5,Rural Outskirts,415779.37
4233,2,1,31,Suburban Area,769117.58
2312,5,1,30,Downtown Luxury,830441.3
3594,5,2,9,Suburban Area,731282.96
1207,3,2,29,Downtown Luxury,444416.63
4288,3,1,17,Urban Central,1125795.19
3067,3,1,23,Urban Central,816120.48
1873,2,2,8,Urban Central,541019.68
3788,2,3,30,Rural Outskirts,516297.19
3513,5,4,14,Suburban Area,742833.82
2135,3,4,3,Rural Outskirts,338170.91
4411,2,1,8,Urban Central,1166905.44
3225,1,3,8,Suburban Area,639562.23
2982,5,2,25,Urban Central,838923.34
2041,4,1,3,Rural Outskirts,313251.66
3579,5,3,16,Rural Outskirts,509049.17
2397,4,3,15,Rural Outskirts,352098.61
894,3,3,14,Urban Central,293814.61
1354,4,2,34,Suburban Area,280272.38
1994,3,2,4,Suburban Area,441824.6
785,1,4,4,Urban Central,283832.49
1869,4,4,19,Suburban Area,422196.96
1236,5,3,14,Urban Central,452820.82
1891,3,3,17,Suburban Area,383041.6
4314,5,2,1,Downtown Luxury,1562247.62
3908,2,4,28,Downtown Luxury,1392202.36
1129,3,3,12,Rural Outskirts,219690.31
4223,4,4,3,Downtown Luxury,1581254.96
2668,3,4,9,Downtown Luxury,1028274.4
3558,5,3,30,Downtown Luxury,1281670.46
4408,1,2,7,Urban Central,1167994.9
3514,3,3,2,Downtown Luxury,1299587.56
1393,4,3,8,Downtown Luxury,639947.15
4191,2,4,29,Rural Outskirts,582555.66
2747,1,3,10,Downtown Luxury,988237.28
3399,2,2,34,Downtown Luxury,1131813.51
1077,3,3,12,Suburban Area,305636.54
2222,5,2,12,Rural Outskirts,344611.14
3969,5,2,11,Rural Outskirts,550028.98
1539,4,4,9,Rural Outskirts,267658.52
1125,5,1,8,Rural Outskirts,179100.54
2981,1,1,6,Rural Outskirts,362711.41
601,5,4,1,Rural Outskirts,171037.81
974,4,3,22,Urban Central,372677.45
2940,3,4,20,Downtown Luxury,1084193.31
3484,3,2,22,Rural Outskirts,471567.15
3652,5,1,28,Downtown Luxury,1254685.14
1152,2,4,13,Downtown Luxury,524226.03
2965,3,3,25,Urban Central,829112.04
2125,5,4,4,Rural Outskirts,340469.34
2451,4,1,30,Suburban Area,459406.76
980,5,4,24,Urban Central,381476.39
2246,3,4,30,Suburban Area,492411.82
613,4,1,19,Downtown Luxury,291891.11
1103,5,2,16,Downtown Luxury,491875.83
2878,1,2,1,Urban Central,805509.64
2608,4,1,24,Urban Central,707217.79
3755,1,4,12,Suburban Area,741580.05
729,2,1,27,Rural Outskirts,99259.41
4414,4,2,5,Suburban Area,875937.9
1437,1,3,2,Urban Central,444498.66
3816,3,4,34,Suburban Area,754342.39
3538,3,2,17,Urban Central,973263.87
2640,2,4,10,Suburban Area,560754.48
627,4,1,19,Urban Central,218997.39
2713,4,3,4,Urban Central,825686.16
3834,4,1,18,Urban Central,1036328.47
1852,2,3,21,Rural Outskirts,269560.61
860,4,4,18,Suburban Area,247509.83
2646,3,4,15,Suburban Area,568550.44
2072,1,1,23,Suburban Area,356232.44
2047,3,3,3,Urban Central,634280.14
1059,3,3,14,Suburban Area,234161.28
4347,1,4,24,Suburban Area,817550.5
900,3,1,34,Urban Central,223365.77
3566,2,3,13,Downtown Luxury,1280272.22
3974,1,4,18,Urban Central,1088975.78
2934,3,2,6,Suburban Area,577775.41
4066,5,1,29,Urban Central,1091004.79
3681,3,2,18,Downtown Luxury,1295227.85
4378,2,1,24,Urban Central,1127837.83
1229,4,4,15,Suburban Area,320955.48
869,3,3,7,Downtown Luxury,431225.84
3239,4,3,17,Rural Outskirts,476051.96
2593,5,3,27,Suburban Area,542709.05
2228,3,1,15,Downtown Luxury,787030.4
2401,1,4,18,Downtown Luxury,887157.68
3491,4,2,16,Rural Outskirts,465865.01
1461,5,4,12,Urban Central,543810.82
4032,1,2,6,Urban Central,1097871.26
1880,1,1,26,Suburban Area,326714.46
2780,1,1,9,Rural Outskirts,375272.16
3947,1,2,33,Urban Central,996300.07
2399,3,2,24,Rural Outskirts,334107.45
2306,3,2,5,Urban Central,691608.15
3619,3,4,23,Downtown Luxury,1311030.73
3160,5,2,17,Urban Central,901983.76
2960,5,1,22,Rural Outskirts,387461.96
1175,5,1,5,Downtown Luxury,502329.55
3533,2,3,28,Downtown Luxury,1201736.73
2603,5,2,24,Downtown Luxury,969482.14
1907,3,4,16,Rural Outskirts,312421.65
3792,3,4,23,Suburban Area,760300.38
3778,2,4,10,Suburban Area,767470.64
2556,2,3,25,Suburban Area,504171.23
3334,5,1,33,Rural Outskirts,455850.54
2620,4,4,27,Downtown Luxury,1008113.54
3875,2,1,2,Suburban Area,713272.04
2812,1,3,10,Rural Outskirts,403391.77
2952,3,2,13,Suburban Area,583085.49
4168,1,2,25,Urban Central,1060291.45
2255,3,2,20,Suburban Area,448632.79
2179,3,4,29,Suburban Area,442595.16
2447,2,2,7,Downtown Luxury,870709.33
2803,2,4,19,Rural Outskirts,406133.4
1990,1,3,31,Downtown Luxury,699320.54
2342,3,3,21,Downtown Luxury,879125.27
2525,1,4,6,Downtown Luxury,956378.52
1219,4,1,8,Downtown Luxury,488161.62
1874,1,2,0,Downtown Luxury,692922.49
1556,5,2,28,Suburban Area,337233.51
2539,1,2,7,Downtown Luxury,874406.62
2981,5,4,3,Downtown Luxury,1187695.02
4313,5,3,34,Rural Outskirts,605352.49
1568,5,2,2,Urban Central,545235.53
3158,4,3,6,Suburban Area,671055.3
1916,1,2,26,Suburban Area,380204.37
1643,1,2,0,Suburban Area,344764.66
881,4,4,26,Downtown Luxury,466192.51
3444,3,1,15,Downtown Luxury,1205309.86
3672,2,4,6,Downtown Luxury,1328766.37
2766,1,2,22,Rural Outskirts,366293.92
1658,2,2,10,Urban Central,486053.16
797,4,1,32,Downtown Luxury,302818.75
3132,3,3,16,Urban Central,894286.99
4428,3,3,34,Rural Outskirts,592861.5
